Reach,DateTime,elev,width,D50,yield
upstream,4/16/2021 0:00,1746.6981018863012,0.0,63.54029283253195,2.1321344499793865e-17
upstream,4/16/2021 1:00,1746.6981026483945,0.0,63.54674578733599,1.986537530524443e-17
upstream,4/16/2021 2:00,1746.698103792388,0.0,63.54661862027747,2.4575359848465417e-17
upstream,4/16/2021 3:00,1746.6981044100114,0.0,63.54646980780443,2.1112416871002967e-17
upstream,4/16/2021 4:00,1746.6981051841024,0.0,63.54634928872192,2.217795300670098e-17
upstream,4/16/2021 5:00,1746.6981057406751,0.0,63.5462312919393,2.0408607340804418e-17
upstream,4/16/2021 6:00,1746.6981064266215,0.0,63.54613074247738,2.2426031208435607e-17
upstream,4/16/2021 7:00,1746.6981069655133,0.0,63.54602929103097,2.1856064032202083e-17
upstream,4/16/2021 8:00,1746.6981075604867,0.0,63.54593833861387,2.3429081295259512e-17
upstream,4/16/2021 9:00,1746.6981078588012,0.0,63.54584846196783,1.8940351693948137e-17
upstream,4/16/2021 10:00,1746.698108219037,0.0,63.54578124256141,1.825718126353516e-17
upstream,4/16/2021 11:00,1746.6981086432897,0.0,63.54572074300539,1.9933781690940636e-17
upstream,4/16/2021 12:00,1746.6981090187514,0.0,63.54565882506755,2.0330315432980924e-17
upstream,4/16/2021 13:00,1746.6981095325002,0.0,63.54559984036176,2.5050521847121594e-17
upstream,4/16/2021 14:00,1746.6981100535158,0.0,63.54553200041717,2.905447461024742e-17
upstream,4/16/2021 15:00,1746.6981106539247,0.0,63.54545919127572,3.52936098564594e-17
upstream,4/16/2021 16:00,1746.698111294436,0.0,63.54537798360263,4.2197732277855477e-17
upstream,4/16/2021 17:00,1746.6981121497397,0.0,63.545289591073804,5.727253780762864e-17
upstream,4/16/2021 18:00,1746.698112914767,0.0,63.54518162190259,6.619040375129009e-17
upstream,4/16/2021 19:00,1746.6981141916347,0.0,63.54507058846687,1.0254225020902793e-16
upstream,4/16/2021 20:00,1746.6981156175773,0.0,63.544919993839436,1.4452883186087987e-16
upstream,4/16/2021 21:00,1746.6981177780685,0.0,63.54473859675265,2.4125397313523675e-16
upstream,4/16/2021 22:00,1746.6981194297935,0.0,63.544487441800804,2.935070725415687e-16
upstream,4/16/2021 23:00,1746.6981207520919,0.0,63.54423908625216,3.232487307385368e-16
upstream,4/17/2021 0:00,1746.6981227730353,0.0,63.54401651293955,4.702191272621384e-16
upstream,4/17/2021 1:00,1746.698124408936,0.0,63.54375514932618,5.68721285948083e-16
upstream,4/17/2021 2:00,1746.6981258234575,0.0,63.54350287806343,6.514587807006764e-16
upstream,4/17/2021 3:00,1746.6981279886281,0.0,63.54327153595628,9.808184194706788e-16
upstream,4/17/2021 4:00,1746.6981297898008,0.0,63.542995172548636,1.2315300105538406e-15
upstream,4/17/2021 5:00,1746.6981310865358,0.0,63.54272320464073,1.332556927471701e-15
upstream,4/17/2021 6:00,1746.6981325543359,0.0,63.542490733854706,1.61891355799996e-15
upstream,4/17/2021 7:00,1746.6981339915897,0.0,63.54226537632196,1.9534883526691196e-15
upstream,4/17/2021 8:00,1746.6981354147867,0.0,63.54204584225722,2.3524578185317373e-15
upstream,4/17/2021 9:00,1746.6981366125976,0.0,63.54183026306119,2.6018103578798826e-15
upstream,4/17/2021 10:00,1746.698137424829,0.0,63.54163335053315,2.4909204349910123e-15
upstream,4/17/2021 11:00,1746.6981383319066,0.0,63.54147435366865,2.684146964501102e-15
