Reach,DateTime,elev,width,D50,slope,yield
deposit_downstream,2020-06-10 04:30:00,1576.6460276158448,2.339830202697538,32.38516455910248,0.03285093429413266,439.35002517536503
deposit_downstream,2020-06-10 05:00:00,1576.6454275929814,2.339830211435579,32.40497915981821,0.032846467798395666,437.32268001204886
deposit_downstream,2020-06-10 05:30:00,1576.6448303784343,2.339830220178739,32.42475243648262,0.03284203024417314,435.3169883855741
deposit_downstream,2020-06-10 06:00:00,1576.6442359421253,2.3398302289270485,32.44448376666518,0.03283762094075511,433.3326977623055
deposit_downstream,2020-06-10 06:30:00,1576.6453067067118,2.347767219874571,32.32975810400277,0.03284518060615297,444.3115833991003
deposit_downstream,2020-06-10 07:00:00,1576.64478066136,2.347767223614145,32.349728237281155,0.03284064406580481,412.3055635269706
deposit_downstream,2020-06-10 07:30:00,1576.644217468695,2.3477672296328964,32.368751858173546,0.03283637525807958,410.4071947214407
deposit_downstream,2020-06-10 08:00:00,1576.6436569045318,2.3477672356551174,32.38773731986019,0.032832135230510366,408.5285540910224
deposit_downstream,2020-06-10 08:30:00,1576.6430989414764,2.3477672416808306,32.40668405835508,0.03282792328059098,406.66941904979296
deposit_downstream,2020-06-10 09:00:00,1576.642618943473,2.347767244292942,32.42559152381866,0.03282373873390068,376.48136817367674
deposit_downstream,2020-06-10 09:30:00,1576.6420281788396,2.3477672520341164,32.44356364166393,0.032819810342294004,403.09066332700445
deposit_downstream,2020-06-10 10:00:00,1576.6414777462899,2.3477672580703564,32.4623920899072,0.032815677978095995,401.2879756772744
deposit_downstream,2020-06-10 10:30:00,1576.6425991228118,2.3557042455187664,32.34516199877541,0.03282355231309998,411.96403986212596
deposit_downstream,2020-06-10 11:00:00,1576.6420380476786,2.355704251306576,32.36422784080053,0.032819295190898934,410.0539307997125
deposit_downstream,2020-06-10 11:30:00,1576.6414796107242,2.355704257064978,32.383255208179875,0.032815067428496665,408.1637612222628
deposit_downstream,2020-06-10 12:00:00,1576.6409991872401,2.3557042595608064,32.40224353097292,0.03281086829395008,377.8669822041073
deposit_downstream,2020-06-10 12:30:00,1576.6404080114144,2.3557042669588264,32.42029071259263,0.03280692698206327,404.5257377323005
deposit_downstream,2020-06-10 13:00:00,1576.6399321546858,2.3557042694576027,32.439200413614635,0.03280278226006917,374.4304395681723
deposit_downstream,2020-06-10 13:30:00,1576.639346186327,2.35570427686431,32.45717095595765,0.032798891673351906,400.96171363936116
deposit_downstream,2020-06-10 14:00:00,1576.6388748026163,2.355704279366063,32.476000036184416,0.03279479884561393,371.06395487157204
deposit_downstream,2020-06-10 14:30:00,1576.640044121165,2.3636412639810165,32.356587356833685,0.03280297537959938,381.4065346896949
deposit_downstream,2020-06-10 15:00:00,1576.6395247632986,2.3636412679480907,32.374752162605034,0.03279898783433561,379.67016595684703
deposit_downstream,2020-06-10 15:30:00,1576.63900780151,2.3636412718949966,32.39288022598881,0.03279502739847648,377.95135002650426
deposit_downstream,2020-06-10 16:00:00,1576.6384932115163,2.363641275844208,32.410971065845736,0.03279109341861091,376.24989513233356
deposit_downstream,2020-06-10 16:30:00,1576.6379061822327,2.3636412829227456,32.429024213371925,0.032787185266505425,402.8473302857166
